,date,game_key,배민관,신정락,유경국,김지용,이창호,임찬규,송윤준,윤지웅,임정우,최성훈,이준형,소사,류제국,허프,김대현,유재유,고우석,손주영,이창율,이찬혁,신승현,이동현,장진용,차우찬,진해수,유원상,봉중근,정찬헌,최동환,여건욱
114,2017-08-29,20170829LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.4375, 1.5208333333333333, 2.5789473684210527, 0.9056603773584906]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.059440559440559, 1.3741258741258742, 2.1025641025641026, 4.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 1, 5.0625, 1.3125, 1.5, 1.0666666666666667]","[0, 1, 3.8571428571428568, 1.3392857142857142, 1.5, 0.7466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.026894865525672, 1.2249388753056234, 4.269230769230769, 5.9275362318840585]","[0, 0, 4.844117647058823, 1.4470588235294117, 1.875, 5.396825396825396]","[0, 0, 3.1973684210526314, 1.013157894736842, 7.125, 6.333333333333333]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.294117647058823, 1.7058823529411764, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.5840707964601775, 1.008849557522124, 4.666666666666667, 1.1770833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.117936117936118, 1.1203931203931206, 5.7272727272727275, 6.46031746031746]","[0, 1, 3.4838709677419355, 1.282258064516129, 2.4285714285714284, 0.6775956284153006]","[0, 0, 9.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.2, 1.6666666666666667, 2.0, 0.9375]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
115,2017-08-30,20170830LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.4375, 1.5208333333333333, 2.5789473684210527, 0.9056603773584906]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.059440559440559, 1.3741258741258742, 2.1025641025641026, 4.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 5.0625, 1.3125, 1.5, 1.0666666666666667]","[0, 1, 3.8571428571428568, 1.3392857142857142, 1.5, 0.717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.026894865525672, 1.2249388753056234, 4.269230769230769, 5.9275362318840585]","[0, 0, 4.844117647058823, 1.4470588235294117, 1.875, 5.396825396825396]","[0, 0, 3.1973684210526314, 1.013157894736842, 7.125, 6.333333333333333]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.294117647058823, 1.7058823529411764, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 3.375, 1.025, 3.75, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2399999999999998, 1.1364705882352941, 5.909090909090909, 6.439393939393939]","[0, 1, 3.4285714285714284, 1.2857142857142858, 2.5, 0.6774193548387096]","[0, 1, 7.7142857142857135, 2.142857142857143, 0.5, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.978571428571429, 1.6500000000000001, 2.0, 0.9523809523809523]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
116,2017-08-31,20170831WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.4375, 1.5208333333333333, 2.5789473684210527, 0.9056603773584906]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.059440559440559, 1.3741258741258742, 2.1025641025641026, 4.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 5.0625, 1.3125, 1.5, 1.0666666666666667]","[0, 0, 3.8571428571428568, 1.3392857142857142, 1.5, 0.717948717948718]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.173302107728337, 1.2295081967213113, 4.37037037037037, 5.930555555555556]","[0, 0, 4.844117647058823, 1.4470588235294117, 1.875, 5.396825396825396]","[0, 0, 3.1973684210526314, 1.013157894736842, 7.125, 6.333333333333333]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.294117647058823, 1.7058823529411764, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 3.319672131147541, 1.0327868852459017, 3.875, 1.196078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.1364705882352941, 5.909090909090909, 6.439393939393939]","[0, 1, 3.4015748031496065, 1.2755905511811023, 2.5, 0.671957671957672]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.5, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.978571428571429, 1.6500000000000001, 2.0, 0.9523809523809523]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
117,2017-09-01,20170901WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.655405405405405, 1.5405405405405406, 2.45, 0.9135802469135803]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.059440559440559, 1.3741258741258742, 2.1025641025641026, 4.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 5.0625, 1.3125, 1.5, 1.0666666666666667]","[0, 0, 3.8571428571428568, 1.3392857142857142, 1.5, 0.717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.173302107728337, 1.2295081967213113, 4.37037037037037, 5.930555555555556]","[0, 0, 4.844117647058823, 1.4470588235294117, 1.875, 5.396825396825396]","[1, 0, 2.927710843373494, 0.963855421686747, 7.0, 6.384615384615385]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.294117647058823, 1.7058823529411764, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.319672131147541, 1.0327868852459017, 3.875, 1.196078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.1364705882352941, 5.909090909090909, 6.439393939393939]","[0, 0, 3.4015748031496065, 1.2755905511811023, 2.5, 0.671957671957672]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.5, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.958620689655172, 1.6137931034482758, 2.15, 0.9666666666666667]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
118,2017-09-02,20170902LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.655405405405405, 1.5405405405405406, 2.45, 0.9135802469135803]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.059440559440559, 1.3741258741258742, 2.1025641025641026, 4.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 1, 5.0625, 1.5, 1.0, 0.8888888888888888]","[0, 0, 3.8571428571428568, 1.3392857142857142, 1.5, 0.717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.173302107728337, 1.2295081967213113, 4.37037037037037, 5.930555555555556]","[1, 0, 4.8676056338028175, 1.4704225352112676, 1.8076923076923077, 5.378787878787879]","[0, 0, 2.927710843373494, 0.963855421686747, 7.0, 6.384615384615385]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 1, 5.1923076923076925, 1.7307692307692308, 3.0, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.319672131147541, 1.0327868852459017, 3.875, 1.196078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.1364705882352941, 5.909090909090909, 6.439393939393939]","[0, 0, 3.4015748031496065, 1.2755905511811023, 2.5, 0.671957671957672]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.5, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.958620689655172, 1.6137931034482758, 2.15, 0.9666666666666667]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
119,2017-09-03,20170903LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.655405405405405, 1.5405405405405406, 2.45, 0.9135802469135803]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.036544850498339, 1.3953488372093024, 2.230769230769231, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 5.0625, 1.5, 1.0, 0.8888888888888888]","[0, 1, 3.6610169491525424, 1.3728813559322033, 1.4444444444444444, 0.7283950617283951]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.173302107728337, 1.2295081967213113, 4.37037037037037, 5.930555555555556]","[0, 0, 4.8676056338028175, 1.4704225352112676, 1.8076923076923077, 5.378787878787879]","[0, 0, 2.927710843373494, 0.963855421686747, 7.0, 6.384615384615385]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 1, 5.4, 1.7454545454545456, 2.75, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.319672131147541, 1.0327868852459017, 3.875, 1.196078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.1364705882352941, 5.909090909090909, 6.439393939393939]","[0, 0, 3.4015748031496065, 1.2755905511811023, 2.5, 0.671957671957672]","[0, 1, 4.909090909090909, 1.9090909090909092, 0.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.958620689655172, 1.6137931034482758, 2.15, 0.9666666666666667]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
120,2017-09-05,20170905HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.470588235294118, 1.5098039215686274, 2.380952380952381, 0.9272727272727272]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.036544850498339, 1.3953488372093024, 2.230769230769231, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 1, 3.6818181818181817, 1.2272727272727273, 1.6666666666666667, 1.0476190476190477]","[0, 0, 3.6610169491525424, 1.3728813559322033, 1.4444444444444444, 0.7283950617283951]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.173302107728337, 1.2295081967213113, 4.37037037037037, 5.930555555555556]","[0, 0, 4.8676056338028175, 1.4704225352112676, 1.8076923076923077, 5.378787878787879]","[0, 0, 2.927710843373494, 0.963855421686747, 7.0, 6.384615384615385]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.7454545454545456, 2.75, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.319672131147541, 1.0327868852459017, 3.875, 1.196078431372549]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.3981693363844396, 1.1807780320366132, 5.230769230769231, 6.333333333333333]","[0, 1, 3.297709923664122, 1.2366412213740459, 2.5714285714285716, 0.6822916666666666]","[0, 0, 4.909090909090909, 1.9090909090909092, 0.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.958620689655172, 1.6137931034482758, 2.15, 0.9666666666666667]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
121,2017-09-06,20170906HTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.470588235294118, 1.5098039215686274, 2.380952380952381, 0.9272727272727272]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.036544850498339, 1.3953488372093024, 2.230769230769231, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 3.6818181818181817, 1.2272727272727273, 1.6666666666666667, 1.0476190476190477]","[0, 0, 3.6610169491525424, 1.3728813559322033, 1.4444444444444444, 0.7283950617283951]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.037946428571429, 1.2053571428571428, 4.166666666666667, 5.973333333333334]","[0, 0, 4.8676056338028175, 1.4704225352112676, 1.8076923076923077, 5.378787878787879]","[0, 0, 2.927710843373494, 0.963855421686747, 7.0, 6.384615384615385]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.7454545454545456, 2.75, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.319672131147541, 1.0327868852459017, 3.875, 1.196078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3981693363844396, 1.1807780320366132, 5.230769230769231, 6.333333333333333]","[0, 0, 3.297709923664122, 1.2366412213740459, 2.5714285714285716, 0.6822916666666666]","[0, 0, 4.909090909090909, 1.9090909090909092, 0.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.958620689655172, 1.6137931034482758, 2.15, 0.9666666666666667]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
122,2017-09-07,20170907LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.470588235294118, 1.5098039215686274, 2.380952380952381, 0.9272727272727272]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.036544850498339, 1.3953488372093024, 2.230769230769231, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 3.6818181818181817, 1.2272727272727273, 1.6666666666666667, 1.0476190476190477]","[0, 1, 4.426229508196721, 1.5245901639344264, 1.2727272727272727, 0.7261904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.037946428571429, 1.2053571428571428, 4.166666666666667, 5.973333333333334]","[0, 0, 4.8676056338028175, 1.4704225352112676, 1.8076923076923077, 5.378787878787879]","[1, 0, 2.943609022556391, 0.9699248120300752, 6.6, 6.333333333333334]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.7454545454545456, 2.75, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 4.137096774193548, 1.0887096774193548, 4.125, 1.180952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3981693363844396, 1.1807780320366132, 5.230769230769231, 6.333333333333333]","[0, 1, 3.1532846715328464, 1.1824817518248176, 2.642857142857143, 0.7025641025641025]","[0, 0, 4.909090909090909, 1.9090909090909092, 0.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.760000000000001, 1.56, 2.2, 0.9803921568627451]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
123,2017-09-08,20170908LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.4903225806451614, 2.4285714285714284, 0.9226190476190476]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.036544850498339, 1.3953488372093024, 2.230769230769231, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 1, 3.1153846153846154, 1.153846153846154, 1.75, 1.0833333333333333]","[0, 1, 4.354838709677419, 1.596774193548387, 1.2727272727272727, 0.7126436781609196]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.037946428571429, 1.2053571428571428, 4.166666666666667, 5.973333333333334]","[1, 0, 5.035135135135135, 1.4675675675675677, 1.8846153846153846, 5.36231884057971]","[0, 0, 2.943609022556391, 0.9699248120300752, 6.6, 6.333333333333334]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.7454545454545456, 2.75, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 4.137096774193548, 1.0887096774193548, 4.125, 1.180952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3981693363844396, 1.1807780320366132, 5.230769230769231, 6.333333333333333]","[0, 1, 3.0857142857142854, 1.1785714285714286, 2.7857142857142856, 0.7070707070707071]","[0, 0, 4.909090909090909, 1.9090909090909092, 0.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.574193548387097, 1.5290322580645161, 2.1904761904761907, 0.9935897435897435]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
124,2017-09-09,20170909OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.538461538461538, 1.5, 2.4761904761904763, 0.9122807017543859]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.140575079872204, 1.4089456869009584, 2.2, 4.742424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 3.1153846153846154, 1.153846153846154, 1.75, 1.0833333333333333]","[0, 0, 4.354838709677419, 1.596774193548387, 1.2727272727272727, 0.7126436781609196]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.037946428571429, 1.2053571428571428, 4.166666666666667, 5.973333333333334]","[0, 0, 5.035135135135135, 1.4675675675675677, 1.8846153846153846, 5.36231884057971]","[0, 0, 2.943609022556391, 0.9699248120300752, 6.6, 6.333333333333334]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.7454545454545456, 2.75, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 1, 3.9461538461538463, 1.0615384615384615, 4.25, 1.2037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3981693363844396, 1.1807780320366132, 5.230769230769231, 6.333333333333333]","[0, 1, 3.2097902097902096, 1.1958041958041958, 2.8, 0.7114427860696517]","[0, 0, 4.909090909090909, 1.9090909090909092, 0.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.574193548387097, 1.5290322580645161, 2.1904761904761907, 0.9935897435897435]","[0, 0, 4.590000000000001, 1.26, 2.3636363636363638, 1.0752688172043012]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
125,2017-09-10,20170910OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.5, 2.4761904761904763, 0.9122807017543859]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.140575079872204, 1.4089456869009584, 2.2, 4.742424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 1, 3.1153846153846154, 1.2692307692307694, 1.4, 0.9629629629629629]","[0, 1, 4.285714285714286, 1.619047619047619, 1.3636363636363635, 0.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.037946428571429, 1.2053571428571428, 4.166666666666667, 5.973333333333334]","[0, 0, 5.035135135135135, 1.4675675675675677, 1.8846153846153846, 5.36231884057971]","[0, 0, 2.943609022556391, 0.9699248120300752, 6.6, 6.333333333333334]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.7454545454545456, 2.75, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.9461538461538463, 1.0615384615384615, 4.25, 1.2037037037037037]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4417582417582415, 1.1934065934065934, 4.896551724137931, 6.319444444444444]","[0, 0, 3.2097902097902096, 1.1958041958041958, 2.8, 0.7114427860696517]","[0, 0, 4.909090909090909, 1.9090909090909092, 0.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.333333333333333, 1.5, 2.2857142857142856, 1.0188679245283019]","[0, 1, 5.5514018691588785, 1.3738317757009346, 2.4166666666666665, 1.1145833333333333]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
126,2017-09-12,20170912LTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.4625, 2.5238095238095237, 0.9195402298850575]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.167785234899329, 1.2483221476510067, 2.7142857142857144, 1.034722222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.140575079872204, 1.4089456869009584, 2.2, 4.742424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8942307692307687, 1.3846153846153848, 2.2, 1.0505050505050504]","[0, 0, 3.1153846153846154, 1.2692307692307694, 1.4, 0.9629629629629629]","[0, 1, 4.090909090909091, 1.5909090909090908, 1.4545454545454546, 0.7096774193548387]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.808421052631579, 1.1936842105263157, 4.193548387096774, 6.08974358974359]","[0, 0, 5.035135135135135, 1.4675675675675677, 1.8846153846153846, 5.36231884057971]","[0, 0, 2.943609022556391, 0.9699248120300752, 6.6, 6.333333333333334]","[0, 0, 5.495575221238938, 1.3407079646017699, 1.56, 3.587301587301587]","[0, 0, 2.25, 1.75, 0.25, 2.0]","[0, 0, 5.4, 1.7454545454545456, 2.75, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.1666666666666667]","[0, 0, 3.9461538461538463, 1.0615384615384615, 4.25, 1.2037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4417582417582415, 1.1934065934065934, 4.896551724137931, 6.319444444444444]","[0, 0, 3.2097902097902096, 1.1958041958041958, 2.8, 0.7114427860696517]","[0, 0, 4.909090909090909, 1.9090909090909092, 0.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.333333333333333, 1.5, 2.2857142857142856, 1.0188679245283019]","[0, 0, 5.5514018691588785, 1.3738317757009346, 2.4166666666666665, 1.1145833333333333]","[0, 0, 0.0, 2.3333333333333335, 1.0, 1.5]"
