,date,game_key,정대현,김건태,박정준,윤영삼,밴헤켄,박종윤,한현희,신재영,조상우,손동욱,이영준,하영민,김윤환,최원태,김해수,박주현,정용준,김정인,박승주,김홍빈,안현석,유재훈,안정훈,이찬석,김성택,오설리반,브리검,오윤성,김성민,황덕균,마정길,오주원,금민철,이보근,양훈,김상수
10,2017-04-13,20170413KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.4594594594594597, 1.054054054054054, 2.75, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 3, 1.5]","[0, 0, 4.263157894736842, 0.7894736842105263, 5.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 1.3333333333333333, 5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.6, 1.6, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 0.6666666666666666, 3, 1.5]","[0, 0, 9.0, 2.0, 5, 4.0]","[0, 0, 3.375, 1.5, 3.0, 0.6666666666666666]","[0, 1, 4.153846153846154, 1.6153846153846154, 4.0, 1.0833333333333333]","[0, 1, 0.0, 0.3333333333333333, 1.0, 1.5]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1.0, 1.1666666666666667]"
11,2017-04-14,20170414WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4594594594594597, 1.054054054054054, 2.75, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.2857142857142856, 0.7142857142857143, 6, 2.3333333333333335]","[0, 0, 4.263157894736842, 0.7894736842105263, 5.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 1.3333333333333333, 5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 0.6666666666666666, 3, 1.5]","[0, 0, 9.0, 2.0, 5, 4.0]","[0, 0, 3.375, 1.5, 3.0, 0.6666666666666666]","[0, 0, 4.153846153846154, 1.6153846153846154, 4.0, 1.0833333333333333]","[0, 0, 0.0, 0.3333333333333333, 1.0, 1.5]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1.0, 1.1666666666666667]"
12,2017-04-15,20170415WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4594594594594597, 1.054054054054054, 2.75, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.7142857142857143, 6, 2.3333333333333335]","[0, 0, 4.263157894736842, 0.7894736842105263, 5.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.846153846153846, 1.0769230769230769, 3.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 0.6666666666666666, 3, 1.5]","[0, 0, 9.0, 2.0, 5, 4.0]","[0, 1, 5.785714285714286, 1.7142857142857142, 2.5, 0.9333333333333333]","[0, 0, 4.153846153846154, 1.6153846153846154, 4.0, 1.0833333333333333]","[0, 0, 0.0, 0.3333333333333333, 1.0, 1.5]","[0, 0, 7.7142857142857135, 1.2857142857142856, 1.0, 1.1666666666666667]"
13,2017-04-16,20170416WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4594594594594597, 1.054054054054054, 2.75, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.7142857142857143, 6, 2.3333333333333335]","[1, 0, 2.3823529411764706, 0.7058823529411764, 6.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.0769230769230769, 3.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 0.6666666666666666, 3, 1.5]","[0, 0, 9.0, 2.0, 5, 4.0]","[0, 1, 4.764705882352941, 1.7647058823529411, 2.0, 0.9444444444444445]","[0, 1, 3.375, 1.3125, 5.0, 1.0666666666666667]","[0, 0, 0.0, 0.3333333333333333, 1.0, 1.5]","[0, 1, 6.0, 1.6666666666666667, 0.6666666666666666, 1.0]"
14,2017-04-18,20170418WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4594594594594597, 1.054054054054054, 2.75, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.7142857142857143, 6, 2.3333333333333335]","[0, 0, 2.3823529411764706, 0.7058823529411764, 6.0, 5.666666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.0769230769230769, 3.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 0.6666666666666666, 3, 1.5]","[1, 0, 6.0, 1.7777777777777777, 4.5, 4.5]","[0, 0, 4.764705882352941, 1.7647058823529411, 2.0, 0.9444444444444445]","[0, 0, 3.375, 1.3125, 5.0, 1.0666666666666667]","[0, 0, 0.0, 0.3333333333333333, 1.0, 1.5]","[0, 0, 6.0, 1.6666666666666667, 0.6666666666666666, 1.0]"
15,2017-04-19,20170419WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.5961538461538463, 1.153846153846154, 2.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.7142857142857143, 6, 2.3333333333333335]","[0, 0, 2.3823529411764706, 0.7058823529411764, 6.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.0769230769230769, 3.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 0.8, 5, 1.6666666666666667]","[0, 0, 6.0, 1.7777777777777777, 4.5, 4.5]","[0, 0, 4.764705882352941, 1.7647058823529411, 2.0, 0.9444444444444445]","[0, 0, 3.375, 1.3125, 5.0, 1.0666666666666667]","[0, 0, 0.0, 0.3333333333333333, 1.0, 1.5]","[0, 1, 9.818181818181818, 2.4545454545454546, 0.5, 0.9166666666666666]"
16,2017-04-20,20170420WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.153846153846154, 2.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.9285714285714284, 0.7142857142857143, 7.0, 3.5]","[0, 0, 2.3823529411764706, 0.7058823529411764, 6.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.0769230769230769, 3.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 0.8, 5, 1.6666666666666667]","[0, 0, 6.0, 1.7777777777777777, 4.5, 4.5]","[0, 0, 4.764705882352941, 1.7647058823529411, 2.0, 0.9444444444444445]","[0, 1, 4.263157894736842, 1.4210526315789473, 2.5, 1.0555555555555556]","[0, 0, 0.0, 0.3333333333333333, 1.0, 1.5]","[0, 0, 9.818181818181818, 2.4545454545454546, 0.5, 0.9166666666666666]"
17,2017-04-21,20170421LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.153846153846154, 2.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 0.7142857142857143, 7.0, 3.5]","[0, 0, 2.3823529411764706, 0.7058823529411764, 6.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.25, 3.6666666666666665, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 0.8, 5, 1.6666666666666667]","[0, 0, 6.0, 1.7777777777777777, 4.5, 4.5]","[0, 1, 4.5, 1.6666666666666667, 2.3333333333333335, 0.8571428571428571]","[0, 1, 7.363636363636363, 1.9090909090909092, 3.0, 1.0476190476190477]","[0, 0, 0.0, 0.3333333333333333, 1.0, 1.5]","[0, 0, 9.818181818181818, 2.4545454545454546, 0.5, 0.9166666666666666]"
18,2017-04-22,20170422LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.153846153846154, 2.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 0.7142857142857143, 7.0, 3.5]","[1, 0, 3.6346153846153846, 0.9230769230769231, 4.5, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.25, 3.6666666666666665, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 0.8, 5, 1.6666666666666667]","[0, 1, 7.2, 1.6, 6.0, 5.0]","[0, 0, 4.5, 1.6666666666666667, 2.3333333333333335, 0.8571428571428571]","[0, 0, 7.363636363636363, 1.9090909090909092, 3.0, 1.0476190476190477]","[0, 0, 0.0, 0.3333333333333333, 1.0, 1.5]","[0, 1, 7.7142857142857135, 1.9285714285714284, 0.5, 0.9333333333333333]"
19,2017-04-23,20170423LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5961538461538463, 1.153846153846154, 2.0, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 0.7142857142857143, 7.0, 3.5]","[0, 0, 3.6346153846153846, 0.9230769230769231, 4.5, 5.777777777777778]","[1, 0, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.25, 3.6666666666666665, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 0.8, 5, 1.6666666666666667]","[0, 0, 7.2, 1.6, 6.0, 5.0]","[0, 1, 5.4, 1.7999999999999998, 2.25, 0.8333333333333334]","[0, 1, 6.4799999999999995, 1.68, 3.0, 1.0416666666666667]","[0, 1, 1.8, 1.2, 0.5, 1.6666666666666667]","[0, 1, 6.352941176470588, 1.588235294117647, 0.75, 0.9444444444444445]"
20,2017-04-25,20170425OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0857142857142854, 1.1142857142857143, 2.7142857142857144, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 0.7142857142857143, 7.0, 3.5]","[0, 0, 3.6346153846153846, 0.9230769230769231, 4.5, 5.777777777777778]","[0, 0, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.25, 3.6666666666666665, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.6, 0.8, 5, 1.6666666666666667]","[0, 0, 7.2, 1.6, 6.0, 5.0]","[0, 0, 5.4, 1.7999999999999998, 2.25, 0.8333333333333334]","[0, 0, 6.4799999999999995, 1.68, 3.0, 1.0416666666666667]","[0, 1, 6.0, 1.6666666666666667, 0.3333333333333333, 1.5]","[0, 1, 6.352941176470588, 2.1176470588235294, 0.5, 0.8095238095238095]"
21,2017-04-26,20170426OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.1142857142857143, 2.7142857142857144, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.35, 0.65, 4.666666666666667, 4.0]","[0, 0, 3.6346153846153846, 0.9230769230769231, 4.5, 5.777777777777778]","[0, 0, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.25, 3.6666666666666665, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 0.8, 5, 1.6666666666666667]","[0, 1, 6.75, 1.5, 6.0, 4.0]","[0, 1, 4.695652173913043, 1.6956521739130435, 2.0, 0.8518518518518519]","[0, 0, 6.4799999999999995, 1.68, 3.0, 1.0416666666666667]","[0, 0, 6.0, 1.6666666666666667, 0.3333333333333333, 1.5]","[0, 0, 6.352941176470588, 2.1176470588235294, 0.5, 0.8095238095238095]"
22,2017-04-27,20170427OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.1142857142857143, 2.7142857142857144, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 0.65, 4.666666666666667, 4.0]","[0, 0, 3.6346153846153846, 0.9230769230769231, 4.5, 5.777777777777778]","[0, 0, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0, 1.037037037037037, 4.25, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 0.8, 5, 1.6666666666666667]","[0, 0, 6.75, 1.5, 6.0, 4.0]","[0, 0, 4.695652173913043, 1.6956521739130435, 2.0, 0.8518518518518519]","[0, 0, 6.4799999999999995, 1.68, 3.0, 1.0416666666666667]","[0, 0, 6.0, 1.6666666666666667, 0.3333333333333333, 1.5]","[0, 1, 5.4, 1.7999999999999998, 0.6666666666666666, 0.8333333333333334]"
23,2017-04-28,20170428WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 1, 0.0, 1.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.1142857142857143, 2.7142857142857144, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 0.65, 4.666666666666667, 4.0]","[1, 0, 3.698630136986301, 1.1506849315068495, 5.5, 6.083333333333333]","[0, 0, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.037037037037037, 4.25, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 0.8, 5, 1.6666666666666667]","[0, 0, 6.75, 1.5, 6.0, 4.0]","[0, 0, 4.695652173913043, 1.6956521739130435, 2.0, 0.8518518518518519]","[0, 0, 6.4799999999999995, 1.68, 3.0, 1.0416666666666667]","[0, 0, 6.0, 1.6666666666666667, 0.3333333333333333, 1.5]","[0, 0, 5.4, 1.7999999999999998, 0.6666666666666666, 0.8333333333333334]"
24,2017-04-29,20170429WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 2, 2.0]","[0, 0, 0.0, 1.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.1142857142857143, 2.7142857142857144, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 0.65, 4.666666666666667, 4.0]","[0, 0, 3.698630136986301, 1.1506849315068495, 5.5, 6.083333333333333]","[1, 0, 1.2857142857142856, 1.0, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.037037037037037, 4.25, 6.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 12.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.714285714285715, 2.2857142857142856, 3.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 0.8, 5, 1.6666666666666667]","[0, 1, 6.5, 1.5, 6.0, 3.6]","[0, 1, 3.8571428571428568, 1.7142857142857142, 1.8333333333333333, 0.9333333333333333]","[0, 1, 5.785714285714286, 1.5, 4.0, 1.0370370370370372]","[0, 0, 6.0, 1.6666666666666667, 0.3333333333333333, 1.5]","[0, 0, 5.4, 1.7999999999999998, 0.6666666666666666, 0.8333333333333334]"
