,date,game_key,장민익,임진우,이현호,안규영,니퍼트,함덕주,홍영현,한주성,최병욱,전용훈,남경호,고봉재,보우덴,이영하,김명신,문대원,지윤,박성환,박치국,전태준,김성배,김승회,장원준,이현승,이용찬,이원재,이용호,김강률,홍상삼,진야곱,성영훈,유희관,조승수,오현택,고원준
117,2017-08-27,20170827LGOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.2424942263279446, 1.3302540415704387, 2.15, 6.27536231884058]","[0, 0, 3.7994011976047903, 1.4281437125748504, 2.1153846153846154, 4.282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.333333333333333, 1.4444444444444444, 1.5238095238095237, 4.909090909090909]","[0, 0, 7.7142857142857135, 1.8, 1.5833333333333333, 1.7948717948717947]","[0, 1, 5.170212765957447, 1.4361702127659575, 3.4285714285714284, 1.2533333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.4324324324324325, 3.111111111111111, 0.9487179487179487]","[0, 1, 4.475138121546961, 1.4917127071823204, 2.0, 1.0584795321637428]","[0, 0, 3.1842751842751844, 1.2457002457002457, 2.5526315789473686, 6.166666666666666]","[0, 0, 4.263157894736842, 1.4887218045112782, 2.5384615384615383, 0.9432624113475178]","[0, 1, 3.430939226519337, 1.3922651933701657, 2.272727272727273, 1.0773809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.133971291866029, 1.3349282296650717, 2.36, 1.244047619047619]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.947019867549669, 1.4437086092715232, 2.966666666666667, 6.565217391304348]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
118,2017-08-29,20170829LTOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.2424942263279446, 1.3302540415704387, 2.15, 6.27536231884058]","[0, 0, 3.7994011976047903, 1.4281437125748504, 2.1153846153846154, 4.282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.333333333333333, 1.4444444444444444, 1.5238095238095237, 4.909090909090909]","[0, 0, 7.7142857142857135, 1.8, 1.5833333333333333, 1.7948717948717947]","[0, 1, 4.859999999999999, 1.38, 3.857142857142857, 1.2820512820512822]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.4324324324324325, 3.111111111111111, 0.9487179487179487]","[0, 0, 4.475138121546961, 1.4917127071823204, 2.0, 1.0584795321637428]","[1, 0, 3.0911214953271027, 1.2196261682242993, 2.58974358974359, 6.202898550724638]","[0, 1, 4.23134328358209, 1.5, 2.357142857142857, 0.9305555555555555]","[0, 0, 3.430939226519337, 1.3922651933701657, 2.272727272727273, 1.0773809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.056338028169014, 1.352112676056338, 2.44, 1.2456140350877194]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.947019867549669, 1.4437086092715232, 2.966666666666667, 6.565217391304348]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
119,2017-08-30,20170830LTOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.2424942263279446, 1.3302540415704387, 2.15, 6.27536231884058]","[1, 0, 3.790830945558739, 1.4355300859598854, 2.109090909090909, 4.308641975308642]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.333333333333333, 1.4444444444444444, 1.5238095238095237, 4.909090909090909]","[0, 1, 7.397260273972602, 1.767123287671233, 1.6666666666666667, 1.738095238095238]","[0, 0, 4.859999999999999, 1.38, 3.857142857142857, 1.2820512820512822]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.394736842105263, 3.111111111111111, 0.95]","[0, 1, 4.4021739130434785, 1.467391304347826, 2.0, 1.0574712643678161]","[0, 0, 3.0911214953271027, 1.2196261682242993, 2.58974358974359, 6.202898550724638]","[0, 1, 4.138686131386861, 1.510948905109489, 2.2, 0.9319727891156462]","[0, 0, 3.430939226519337, 1.3922651933701657, 2.272727272727273, 1.0773809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.056338028169014, 1.352112676056338, 2.44, 1.2456140350877194]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.947019867549669, 1.4437086092715232, 2.966666666666667, 6.565217391304348]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
120,2017-08-31,20170831OBHT0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[1, 0, 3.2328159645232817, 1.3370288248337028, 2.109375, 6.263888888888889]","[0, 0, 3.790830945558739, 1.4355300859598854, 2.109090909090909, 4.308641975308642]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.333333333333333, 1.4444444444444444, 1.5238095238095237, 4.909090909090909]","[0, 1, 7.012987012987012, 1.7532467532467533, 1.5384615384615385, 1.7111111111111112]","[0, 1, 5.294117647058823, 1.4411764705882353, 3.0, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.157894736842105, 1.4473684210526316, 3.111111111111111, 0.926829268292683]","[0, 0, 4.4021739130434785, 1.467391304347826, 2.0, 1.0574712643678161]","[0, 0, 3.0911214953271027, 1.2196261682242993, 2.58974358974359, 6.202898550724638]","[0, 0, 4.138686131386861, 1.510948905109489, 2.2, 0.9319727891156462]","[0, 0, 3.430939226519337, 1.3922651933701657, 2.272727272727273, 1.0773809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.056338028169014, 1.352112676056338, 2.44, 1.2456140350877194]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.947019867549669, 1.4437086092715232, 2.966666666666667, 6.565217391304348]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
121,2017-09-01,20170901OBHT0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.2328159645232817, 1.3370288248337028, 2.109375, 6.263888888888889]","[0, 0, 3.790830945558739, 1.4355300859598854, 2.109090909090909, 4.308641975308642]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.333333333333333, 1.4444444444444444, 1.5238095238095237, 4.909090909090909]","[0, 0, 7.012987012987012, 1.7532467532467533, 1.5384615384615385, 1.7111111111111112]","[0, 0, 5.294117647058823, 1.4411764705882353, 3.0, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.157894736842105, 1.4473684210526316, 3.111111111111111, 0.926829268292683]","[0, 1, 4.475935828877005, 1.459893048128342, 2.0588235294117645, 1.056497175141243]","[0, 0, 3.0911214953271027, 1.2196261682242993, 2.58974358974359, 6.202898550724638]","[0, 1, 4.467625899280575, 1.5323741007194245, 2.2, 0.9266666666666667]","[0, 0, 3.430939226519337, 1.3922651933701657, 2.272727272727273, 1.0773809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.056338028169014, 1.352112676056338, 2.44, 1.2456140350877194]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.872611464968153, 1.4522292993630572, 2.84375, 6.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
122,2017-09-02,20170902SSOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.2328159645232817, 1.3370288248337028, 2.109375, 6.263888888888889]","[0, 0, 3.790830945558739, 1.4355300859598854, 2.109090909090909, 4.308641975308642]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.033898305084746, 1.4915254237288136, 1.3846153846153846, 4.916666666666667]","[0, 0, 7.012987012987012, 1.7532467532467533, 1.5384615384615385, 1.7111111111111112]","[0, 1, 5.142857142857142, 1.4285714285714286, 2.7, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.157894736842105, 1.4473684210526316, 3.111111111111111, 0.926829268292683]","[0, 1, 4.428571428571428, 1.4444444444444444, 2.0588235294117645, 1.05]","[0, 0, 3.0911214953271027, 1.2196261682242993, 2.58974358974359, 6.202898550724638]","[0, 0, 4.467625899280575, 1.5323741007194245, 2.2, 0.9266666666666667]","[0, 1, 3.2857142857142856, 1.3650793650793651, 2.3181818181818183, 1.105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9815668202764978, 1.3410138248847927, 2.52, 1.247126436781609]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.872611464968153, 1.4522292993630572, 2.84375, 6.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
123,2017-09-03,20170903SSOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.2328159645232817, 1.3370288248337028, 2.109375, 6.263888888888889]","[0, 0, 3.790830945558739, 1.4355300859598854, 2.109090909090909, 4.308641975308642]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.4915254237288136, 1.3846153846153846, 4.916666666666667]","[0, 0, 7.012987012987012, 1.7532467532467533, 1.5384615384615385, 1.7111111111111112]","[0, 1, 4.909090909090909, 1.390909090909091, 2.9, 1.264367816091954]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.899159663865547, 1.3865546218487397, 3.2222222222222223, 0.9444444444444444]","[0, 1, 4.382198952879581, 1.4450261780104712, 2.0588235294117645, 1.0437158469945356]","[1, 0, 3.1479820627802693, 1.2376681614349776, 2.5238095238095237, 6.194444444444444]","[0, 1, 4.373239436619718, 1.5211267605633803, 2.2, 0.9281045751633987]","[0, 0, 3.2857142857142856, 1.3650793650793651, 2.3181818181818183, 1.105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9815668202764978, 1.3410138248847927, 2.52, 1.247126436781609]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.872611464968153, 1.4522292993630572, 2.84375, 6.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 4.333333333333333]"
124,2017-09-05,20170905OBHH0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.2328159645232817, 1.3370288248337028, 2.109375, 6.263888888888889]","[1, 0, 3.6049046321525884, 1.3978201634877385, 2.1578947368421053, 4.369047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.4915254237288136, 1.3846153846153846, 4.916666666666667]","[0, 0, 7.012987012987012, 1.7532467532467533, 1.5384615384615385, 1.7111111111111112]","[0, 1, 4.821428571428571, 1.3928571428571428, 2.6363636363636362, 1.2444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.899159663865547, 1.3865546218487397, 3.2222222222222223, 0.9444444444444444]","[0, 0, 4.382198952879581, 1.4450261780104712, 2.0588235294117645, 1.0437158469945356]","[0, 0, 3.1479820627802693, 1.2376681614349776, 2.5238095238095237, 6.194444444444444]","[0, 0, 4.373239436619718, 1.5211267605633803, 2.2, 0.9281045751633987]","[0, 0, 3.2857142857142856, 1.3650793650793651, 2.3181818181818183, 1.105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9815668202764978, 1.3410138248847927, 2.52, 1.247126436781609]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.872611464968153, 1.4522292993630572, 2.84375, 6.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.8125, 2.8125, 0.5714285714285714, 2.6666666666666665]"
125,2017-09-06,20170906OBHH0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[1, 0, 3.4989200863930887, 1.3736501079913606, 2.0597014925373136, 6.173333333333334]","[0, 0, 3.6049046321525884, 1.3978201634877385, 2.1578947368421053, 4.369047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.4915254237288136, 1.3846153846153846, 4.916666666666667]","[0, 0, 7.012987012987012, 1.7532467532467533, 1.5384615384615385, 1.7111111111111112]","[0, 0, 4.821428571428571, 1.3928571428571428, 2.6363636363636362, 1.2444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.899159663865547, 1.3865546218487397, 3.2222222222222223, 0.9444444444444444]","[0, 1, 4.336787564766839, 1.4300518134715028, 2.1176470588235294, 1.0376344086021505]","[0, 0, 3.1479820627802693, 1.2376681614349776, 2.5238095238095237, 6.194444444444444]","[0, 0, 4.373239436619718, 1.5211267605633803, 2.2, 0.9281045751633987]","[0, 1, 3.268421052631579, 1.3894736842105262, 2.217391304347826, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9272727272727272, 1.3227272727272728, 2.52, 1.2429378531073445]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.872611464968153, 1.4522292993630572, 2.84375, 6.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.8125, 2.8125, 0.5714285714285714, 2.6666666666666665]"
126,2017-09-07,20170907KTOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.4989200863930887, 1.3736501079913606, 2.0597014925373136, 6.173333333333334]","[0, 0, 3.6049046321525884, 1.3978201634877385, 2.1578947368421053, 4.369047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.4915254237288136, 1.3846153846153846, 4.916666666666667]","[0, 0, 7.012987012987012, 1.7532467532467533, 1.5384615384615385, 1.7111111111111112]","[0, 1, 4.695652173913043, 1.382608695652174, 2.8181818181818183, 1.2365591397849462]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.899159663865547, 1.3865546218487397, 3.2222222222222223, 0.9444444444444444]","[0, 0, 4.336787564766839, 1.4300518134715028, 2.1176470588235294, 1.0376344086021505]","[0, 0, 3.1479820627802693, 1.2376681614349776, 2.5238095238095237, 6.194444444444444]","[0, 1, 4.3426573426573425, 1.5104895104895106, 2.2, 0.9166666666666666]","[0, 1, 3.2176165803108807, 1.367875647668394, 2.217391304347826, 1.0903954802259885]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9272727272727272, 1.3227272727272728, 2.52, 1.2429378531073445]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.848979591836734, 1.457142857142857, 2.875, 6.533333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.8125, 2.8125, 0.5714285714285714, 2.6666666666666665]"
127,2017-09-08,20170908KTOB0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.4989200863930887, 1.3736501079913606, 2.0597014925373136, 6.173333333333334]","[0, 0, 3.6049046321525884, 1.3978201634877385, 2.1578947368421053, 4.369047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.036269430051814, 1.5077720207253886, 1.3103448275862069, 4.948717948717948]","[0, 0, 7.012987012987012, 1.7532467532467533, 1.5384615384615385, 1.7111111111111112]","[0, 0, 4.695652173913043, 1.382608695652174, 2.8181818181818183, 1.2365591397849462]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.899159663865547, 1.3865546218487397, 3.2222222222222223, 0.9444444444444444]","[0, 0, 4.336787564766839, 1.4300518134715028, 2.1176470588235294, 1.0376344086021505]","[0, 0, 3.1479820627802693, 1.2376681614349776, 2.5238095238095237, 6.194444444444444]","[0, 0, 4.3426573426573425, 1.5104895104895106, 2.2, 0.9166666666666666]","[0, 0, 3.2176165803108807, 1.367875647668394, 2.217391304347826, 1.0903954802259885]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8061674008810575, 1.3215859030837003, 2.3703703703703702, 1.2611111111111113]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.848979591836734, 1.457142857142857, 2.875, 6.533333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.8125, 2.8125, 0.5714285714285714, 2.6666666666666665]"
128,2017-09-09,20170909OBLG0,"[0, 0, 0.0, 0.75, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 2.013157894736842, 1.5, 1.2666666666666666]","[0, 0, 18.0, 3.5, 0.375, 1.0]","[0, 0, 3.4989200863930887, 1.3736501079913606, 2.0597014925373136, 6.173333333333334]","[0, 0, 3.6049046321525884, 1.3978201634877385, 2.1578947368421053, 4.369047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.25, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.036269430051814, 1.5077720207253886, 1.3103448275862069, 4.948717948717948]","[0, 0, 7.012987012987012, 1.7532467532467533, 1.5384615384615385, 1.7111111111111112]","[0, 0, 4.695652173913043, 1.382608695652174, 2.8181818181818183, 1.2365591397849462]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.988235294117648, 1.6235294117647059, 1.2857142857142858, 1.574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.899159663865547, 1.3865546218487397, 3.2222222222222223, 0.9444444444444444]","[0, 1, 4.707692307692308, 1.4615384615384615, 2.176470588235294, 1.0317460317460319]","[1, 0, 3.10412147505423, 1.2494577006507592, 2.477272727272727, 6.1466666666666665]","[0, 1, 4.224489795918368, 1.469387755102041, 2.3333333333333335, 0.9245283018867925]","[0, 0, 3.2176165803108807, 1.367875647668394, 2.217391304347826, 1.0903954802259885]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8061674008810575, 1.3215859030837003, 2.3703703703703702, 1.2611111111111113]","[0, 0, 6.319148936170213, 1.7872340425531916, 0.7777777777777778, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.848979591836734, 1.457142857142857, 2.875, 6.533333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.8125, 2.8125, 0.5714285714285714, 2.6666666666666665]"
