,date,game_key,박시영,김원중,정태승,박진형,송주은,박세웅,김유영,박한길,차재용,린드블럼,레일리,김영일,김성재,김남길,마켈,애디튼,이지원,윤성빈,강동호,강영식,정대현,이명우,이정민,윤길현,노경은,손승락,조정훈,김건국,배장호,장시환,이재곤,송승준,진명호
118,2017-08-25,20170825LGLT0,"[0, 0, 7.043478260869565, 1.7391304347826086, 1.4, 1.1219512195121952]","[0, 0, 5.713692946058091, 1.7925311203319503, 1.3636363636363635, 4.462962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.6056338028169015, 2.0588235294117645, 2.4482758620689653]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.083916083916084, 1.3146853146853146, 1.94, 6.217391304347826]","[0, 0, 4.647540983606557, 1.5737704918032789, 1.7619047619047619, 1.3555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.846153846153846, 1.3076923076923077, 2.1818181818181817, 5.2]","[0, 0, 3.893617021276596, 1.3191489361702127, 3.65625, 6.130434782608695]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.639344262295082, 1.7213114754098362, 2.1666666666666665, 0.8133333333333332]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.294117647058824, 1.2156862745098038, 5.0, 1.0]","[0, 0, 6.0, 2.0, 1.25, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.943820224719101, 1.297752808988764, 2.75, 0.9888888888888889]","[0, 1, 5.594594594594595, 1.7297297297297298, 1.6, 0.9487179487179487]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5147540983606556, 1.3868852459016392, 2.78125, 4.236111111111112]","[0, 0, 0, 0, 0, 0]"
119,2017-08-26,20170826WOLT0,"[0, 0, 7.043478260869565, 1.7391304347826086, 1.4, 1.1219512195121952]","[1, 0, 5.316602316602316, 1.749034749034749, 1.391304347826087, 4.5438596491228065]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.027906976744186, 1.6604651162790696, 1.9189189189189189, 2.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.083916083916084, 1.3146853146853146, 1.94, 6.217391304347826]","[0, 0, 4.647540983606557, 1.5737704918032789, 1.7619047619047619, 1.3555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.846153846153846, 1.3076923076923077, 2.1818181818181817, 5.2]","[0, 0, 3.893617021276596, 1.3191489361702127, 3.65625, 6.130434782608695]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.532258064516129, 1.7419354838709677, 2.1666666666666665, 0.7948717948717949]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.294117647058824, 1.2156862745098038, 5.0, 1.0]","[0, 1, 5.837837837837839, 1.9459459459459458, 1.3333333333333333, 0.7708333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.943820224719101, 1.297752808988764, 2.75, 0.9888888888888889]","[0, 0, 5.594594594594595, 1.7297297297297298, 1.6, 0.9487179487179487]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5147540983606556, 1.3868852459016392, 2.78125, 4.236111111111112]","[0, 0, 0, 0, 0, 0]"
120,2017-08-27,20170827WOLT0,"[0, 0, 7.043478260869565, 1.7391304347826086, 1.4, 1.1219512195121952]","[0, 0, 5.316602316602316, 1.749034749034749, 1.391304347826087, 4.5438596491228065]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.890909090909091, 1.6363636363636365, 1.945945945945946, 2.365591397849462]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.083916083916084, 1.3146853146853146, 1.94, 6.217391304347826]","[0, 1, 4.5360000000000005, 1.56, 1.8095238095238095, 1.3440860215053763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 3.9705882352941178, 1.1470588235294117, 2.3076923076923075, 5.666666666666667]","[0, 0, 3.893617021276596, 1.3191489361702127, 3.65625, 6.130434782608695]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.532258064516129, 1.7419354838709677, 2.1666666666666665, 0.7948717948717949]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.294117647058824, 1.2156862745098038, 5.0, 1.0]","[0, 0, 5.837837837837839, 1.9459459459459458, 1.3333333333333333, 0.7708333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.878453038674033, 1.276243093922652, 2.75, 0.9890710382513661]","[0, 1, 5.447368421052631, 1.7105263157894737, 1.5769230769230769, 0.95]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5147540983606556, 1.3868852459016392, 2.78125, 4.236111111111112]","[0, 0, 0, 0, 0, 0]"
121,2017-08-29,20170829LTOB0,"[0, 0, 7.043478260869565, 1.7391304347826086, 1.4, 1.1219512195121952]","[0, 0, 5.316602316602316, 1.749034749034749, 1.391304347826087, 4.5438596491228065]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.811659192825112, 1.6278026905829597, 1.9210526315789473, 2.3229166666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.083916083916084, 1.3146853146853146, 1.94, 6.217391304347826]","[0, 1, 4.464566929133858, 1.5826771653543306, 1.7272727272727273, 1.3229166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.9705882352941178, 1.1470588235294117, 2.3076923076923075, 5.666666666666667]","[1, 0, 3.839729119638826, 1.3002257336343115, 3.588235294117647, 6.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.428571428571428, 1.7142857142857142, 2.1666666666666665, 0.7777777777777778]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.294117647058824, 1.2156862745098038, 5.0, 1.0]","[0, 1, 5.4, 1.7999999999999998, 1.4166666666666667, 0.7843137254901961]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8152173913043477, 1.2554347826086956, 2.8125, 0.989247311827957]","[0, 0, 5.447368421052631, 1.7105263157894737, 1.5769230769230769, 0.95]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5147540983606556, 1.3868852459016392, 2.78125, 4.236111111111112]","[0, 0, 0, 0, 0, 0]"
122,2017-08-30,20170830LTOB0,"[0, 0, 7.043478260869565, 1.7391304347826086, 1.4, 1.1219512195121952]","[0, 0, 5.316602316602316, 1.749034749034749, 1.391304347826087, 4.5438596491228065]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.811659192825112, 1.6278026905829597, 1.9210526315789473, 2.3229166666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.083916083916084, 1.3146853146853146, 1.94, 6.217391304347826]","[0, 0, 4.464566929133858, 1.5826771653543306, 1.7272727272727273, 1.3229166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.9705882352941178, 1.1470588235294117, 2.3076923076923075, 5.666666666666667]","[0, 0, 3.839729119638826, 1.3002257336343115, 3.588235294117647, 6.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.328125, 1.734375, 2.1666666666666665, 0.7619047619047619]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.25, 1.2115384615384615, 5.1, 1.0]","[0, 1, 5.785714285714286, 1.7857142857142858, 1.4166666666666667, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.794594594594595, 1.2486486486486488, 2.8125, 0.9788359788359788]","[0, 0, 5.447368421052631, 1.7105263157894737, 1.5769230769230769, 0.95]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.223926380368098, 1.343558282208589, 2.7941176470588234, 4.346666666666667]","[0, 0, 0, 0, 0, 0]"
123,2017-08-31,20170831NCLT0,"[0, 0, 7.043478260869565, 1.7391304347826086, 1.4, 1.1219512195121952]","[0, 0, 5.316602316602316, 1.749034749034749, 1.391304347826087, 4.5438596491228065]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.026785714285714, 1.6741071428571428, 1.7804878048780488, 2.262626262626263]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.06, 1.3, 2.019607843137255, 6.25]","[0, 1, 4.4296875, 1.5703125, 1.7272727272727273, 1.2929292929292928]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.9705882352941178, 1.1470588235294117, 2.3076923076923075, 5.666666666666667]","[0, 0, 3.839729119638826, 1.3002257336343115, 3.588235294117647, 6.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.328125, 1.734375, 2.1666666666666665, 0.7619047619047619]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.3773584905660377, 1.2264150943396226, 4.7272727272727275, 1.0]","[0, 0, 5.785714285714286, 1.7857142857142858, 1.4166666666666667, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7741935483870965, 1.2419354838709677, 2.8125, 0.96875]","[0, 0, 5.447368421052631, 1.7105263157894737, 1.5769230769230769, 0.95]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.223926380368098, 1.343558282208589, 2.7941176470588234, 4.346666666666667]","[0, 0, 0, 0, 0, 0]"
124,2017-09-01,20170901NCLT0,"[0, 0, 7.043478260869565, 1.7391304347826086, 1.4, 1.1219512195121952]","[1, 0, 5.068592057761733, 1.7220216606498195, 1.4489795918367347, 4.616666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.9734513274336285, 1.6592920353982301, 1.8048780487804879, 2.2156862745098036]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.06, 1.3, 2.019607843137255, 6.25]","[0, 0, 4.4296875, 1.5703125, 1.7272727272727273, 1.2929292929292928]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.9705882352941178, 1.1470588235294117, 2.3076923076923075, 5.666666666666667]","[0, 0, 3.839729119638826, 1.3002257336343115, 3.588235294117647, 6.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.136363636363636, 1.6818181818181819, 2.3333333333333335, 0.7586206896551724]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.3773584905660377, 1.2264150943396226, 4.7272727272727275, 1.0]","[0, 0, 5.785714285714286, 1.7857142857142858, 1.4166666666666667, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7741935483870965, 1.2419354838709677, 2.8125, 0.96875]","[0, 0, 5.447368421052631, 1.7105263157894737, 1.5769230769230769, 0.95]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.223926380368098, 1.343558282208589, 2.7941176470588234, 4.346666666666667]","[0, 0, 0, 0, 0, 0]"
125,2017-09-02,20170902HHLT0,"[0, 1, 7.41549295774648, 1.7746478873239435, 1.3125, 1.126984126984127]","[0, 0, 5.068592057761733, 1.7220216606498195, 1.4489795918367347, 4.616666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.9734513274336285, 1.6592920353982301, 1.8048780487804879, 2.2156862745098036]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.06, 1.3, 2.019607843137255, 6.25]","[0, 0, 4.4296875, 1.5703125, 1.7272727272727273, 1.2929292929292928]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 5.218487394957983, 1.3361344537815127, 2.4285714285714284, 5.666666666666666]","[0, 0, 3.839729119638826, 1.3002257336343115, 3.588235294117647, 6.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6818181818181819, 2.3333333333333335, 0.7586206896551724]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.3773584905660377, 1.2264150943396226, 4.7272727272727275, 1.0]","[0, 0, 5.785714285714286, 1.7857142857142858, 1.4166666666666667, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7741935483870965, 1.2419354838709677, 2.8125, 0.96875]","[0, 1, 5.353448275862069, 1.6810344827586208, 1.6153846153846154, 0.9430894308943089]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.223926380368098, 1.343558282208589, 2.7941176470588234, 4.346666666666667]","[0, 1, 0.0, 2.0, 1.0, 1.0]"
126,2017-09-03,20170903HHLT0,"[0, 0, 7.41549295774648, 1.7746478873239435, 1.3125, 1.126984126984127]","[0, 0, 5.068592057761733, 1.7220216606498195, 1.4489795918367347, 4.616666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.895196506550219, 1.6375545851528386, 1.853658536585366, 2.1809523809523808]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.06, 1.3, 2.019607843137255, 6.25]","[0, 0, 4.4296875, 1.5703125, 1.7272727272727273, 1.2929292929292928]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 5.218487394957983, 1.3361344537815127, 2.4285714285714284, 5.666666666666666]","[1, 0, 3.9240780911062907, 1.3145336225596531, 3.4324324324324325, 6.1466666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6818181818181819, 2.3333333333333335, 0.7586206896551724]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.3773584905660377, 1.2264150943396226, 4.7272727272727275, 1.0]","[0, 1, 6.0, 1.8, 1.5, 0.7894736842105263]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9193548387096775, 1.2741935483870968, 2.8125, 0.9538461538461539]","[0, 0, 5.353448275862069, 1.6810344827586208, 1.6153846153846154, 0.9430894308943089]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.223926380368098, 1.343558282208589, 2.7941176470588234, 4.346666666666667]","[0, 0, 0.0, 2.0, 1.0, 1.0]"
127,2017-09-05,20170905LTSK0,"[0, 1, 7.262068965517241, 1.7379310344827585, 1.3125, 1.124031007751938]","[0, 0, 5.068592057761733, 1.7220216606498195, 1.4489795918367347, 4.616666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.895196506550219, 1.6375545851528386, 1.853658536585366, 2.1809523809523808]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.06, 1.3, 2.019607843137255, 6.25]","[0, 1, 4.395348837209303, 1.558139534883721, 1.7272727272727273, 1.2647058823529411]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 5.218487394957983, 1.3361344537815127, 2.4285714285714284, 5.666666666666666]","[0, 0, 3.9240780911062907, 1.3145336225596531, 3.4324324324324325, 6.1466666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.6818181818181819, 2.3333333333333335, 0.7586206896551724]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.3773584905660377, 1.2264150943396226, 4.7272727272727275, 1.0]","[0, 0, 6.0, 1.8, 1.5, 0.7894736842105263]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9193548387096775, 1.2741935483870968, 2.8125, 0.9538461538461539]","[0, 1, 5.218487394957983, 1.6386554621848741, 1.6923076923076923, 0.9444444444444444]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.002906976744186, 1.3343023255813953, 2.7027027027027026, 4.410256410256411]","[0, 0, 0.0, 2.0, 1.0, 1.0]"
128,2017-09-07,20170907SSLT0,"[0, 0, 7.262068965517241, 1.7379310344827585, 1.3125, 1.124031007751938]","[0, 0, 5.068592057761733, 1.7220216606498195, 1.4489795918367347, 4.616666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.895196506550219, 1.6375545851528386, 1.853658536585366, 2.1809523809523808]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.1528662420382165, 1.286624203821656, 2.0784313725490198, 6.28]","[0, 1, 4.361538461538462, 1.546153846153846, 1.7272727272727273, 1.2380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 5.218487394957983, 1.3361344537815127, 2.4285714285714284, 5.666666666666666]","[0, 0, 3.9240780911062907, 1.3145336225596531, 3.4324324324324325, 6.1466666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 1.608695652173913, 2.3333333333333335, 0.7666666666666667]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 0, 2.3773584905660377, 1.2264150943396226, 4.7272727272727275, 1.0]","[0, 0, 6.0, 1.8, 1.5, 0.7894736842105263]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.253968253968254, 2.8125, 0.9545454545454546]","[0, 1, 5.090163934426229, 1.6229508196721312, 1.7692307692307692, 0.945736434108527]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.002906976744186, 1.3343023255813953, 2.7027027027027026, 4.410256410256411]","[0, 0, 0.0, 2.0, 1.0, 1.0]"
129,2017-09-08,20170908SSLT0,"[0, 0, 7.262068965517241, 1.7379310344827585, 1.3125, 1.124031007751938]","[1, 0, 4.802013422818792, 1.6610738255033557, 1.4705882352941178, 4.73015873015873]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.818965517241379, 1.6293103448275863, 1.8780487804878048, 2.148148148148148]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1528662420382165, 1.286624203821656, 2.0784313725490198, 6.28]","[0, 1, 4.263157894736842, 1.5338345864661653, 1.6521739130434783, 1.2314814814814816]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 5.218487394957983, 1.3361344537815127, 2.4285714285714284, 5.666666666666666]","[0, 0, 3.9240780911062907, 1.3145336225596531, 3.4324324324324325, 6.1466666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.5618556701030926, 2.4545454545454546, 4.6190476190476195]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.615384615384616, 1.358974358974359, 1.8461538461538463, 1.56]","[0, 0, 6.75, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.5833333333333333, 2.3333333333333335, 0.7741935483870968]","[0, 0, 4.808219178082192, 1.5205479452054795, 1.125, 1.0579710144927537]","[0, 0, 5.353448275862069, 1.5, 2.625, 0.9914529914529914]","[0, 0, 11.853658536585366, 2.3414634146341466, 1.0, 1.7083333333333333]","[0, 1, 2.333333333333333, 1.2037037037037037, 4.818181818181818, 1.0]","[0, 1, 5.625, 1.6875, 1.5833333333333333, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.253968253968254, 2.8125, 0.9545454545454546]","[0, 1, 4.928571428571428, 1.5714285714285714, 1.8461538461538463, 0.9545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.002906976744186, 1.3343023255813953, 2.7027027027027026, 4.410256410256411]","[0, 0, 0.0, 2.0, 1.0, 1.0]"
