,date,game_key,장민익,임진우,이현호,안규영,니퍼트,강동연,김명성,윤명준,함덕주,박진우,홍영현,한주성,최병욱,전용훈,박성민,채지선,남경호,고봉재,보우덴,김성배,정재훈,장원준,이현승,이용찬,이원재,이용호,김강률,홍상삼,진야곱,성영훈,유희관,조승수,오현택,고원준,허준혁,오장훈
118,2016-08-30,20160830HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.02439024390244, 1.6585365853658536, 1.7857142857142858, 1.1081081081081081]","[0, 0, 6.977528089887641, 2.0224719101123596, 1.2142857142857142, 2.6969696969696972]","[0, 0, 3.0392670157068062, 1.2172774869109948, 2.5952380952380953, 6.063492063492063]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9302325581395348, 1.2325581395348837, 2.076923076923077, 1.0]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.0714285714285714, 13.0, 0.875]","[0, 0, 4.242857142857143, 1.2357142857142858, 2.6363636363636362, 6.086956521739131]","[0, 1, 3.068181818181818, 1.1590909090909092, 4.5, 1.1282051282051282]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[0, 0, 3.533333333333333, 1.451851851851852, 1.6923076923076923, 6.136363636363637]","[0, 0, 4.72027972027972, 1.3636363636363638, 2.6153846153846154, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.02027027027027, 1.8648648648648647, 1.4545454545454546, 1.1472868217054264]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0588235294117645, 1.4379084967320261, 1.6734693877551021, 6.375]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 5.033898305084746, 1.5, 1.4848484848484849, 3.575757575757576]","[0, 0, 0, 0, 0, 0]"
119,2016-09-01,20160901KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.02439024390244, 1.6585365853658536, 1.7857142857142858, 1.1081081081081081]","[0, 0, 6.977528089887641, 2.0224719101123596, 1.2142857142857142, 2.6969696969696972]","[1, 0, 3.105, 1.26, 2.4565217391304346, 6.060606060606061]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9302325581395348, 1.2325581395348837, 2.076923076923077, 1.0]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.0714285714285714, 13.0, 0.875]","[0, 0, 4.242857142857143, 1.2357142857142858, 2.6363636363636362, 6.086956521739131]","[0, 0, 3.068181818181818, 1.1590909090909092, 4.5, 1.1282051282051282]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[0, 0, 3.533333333333333, 1.451851851851852, 1.6923076923076923, 6.136363636363637]","[0, 0, 4.72027972027972, 1.3636363636363638, 2.6153846153846154, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.02027027027027, 1.8648648648648647, 1.4545454545454546, 1.1472868217054264]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0588235294117645, 1.4379084967320261, 1.6734693877551021, 6.375]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 5.033898305084746, 1.5, 1.4848484848484849, 3.575757575757576]","[0, 0, 0, 0, 0, 0]"
120,2016-09-02,20160902KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.697674418604651, 1.6511627906976745, 1.8, 1.131578947368421]","[0, 0, 6.977528089887641, 2.0224719101123596, 1.2142857142857142, 2.6969696969696972]","[0, 0, 3.105, 1.26, 2.4565217391304346, 6.060606060606061]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8208955223880596, 1.1865671641791045, 2.3076923076923075, 1.0151515151515151]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.0666666666666667, 14.0, 0.8823529411764706]","[1, 0, 4.344827586206897, 1.2620689655172415, 2.574468085106383, 6.041666666666667]","[0, 1, 3.0, 1.2666666666666666, 4.5, 1.0714285714285714]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[0, 0, 3.533333333333333, 1.451851851851852, 1.6923076923076923, 6.136363636363637]","[0, 0, 4.72027972027972, 1.3636363636363638, 2.6153846153846154, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.02027027027027, 1.8648648648648647, 1.4545454545454546, 1.1472868217054264]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0588235294117645, 1.4379084967320261, 1.6734693877551021, 6.375]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 5.033898305084746, 1.5, 1.4848484848484849, 3.575757575757576]","[0, 0, 0, 0, 0, 0]"
121,2016-09-03,20160903SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.697674418604651, 1.6511627906976745, 1.8, 1.131578947368421]","[0, 0, 6.977528089887641, 2.0224719101123596, 1.2142857142857142, 2.6969696969696972]","[0, 0, 3.105, 1.26, 2.4565217391304346, 6.060606060606061]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8208955223880596, 1.1865671641791045, 2.3076923076923075, 1.0151515151515151]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.0666666666666667, 14.0, 0.8823529411764706]","[0, 0, 4.344827586206897, 1.2620689655172415, 2.574468085106383, 6.041666666666667]","[0, 0, 3.0, 1.2666666666666666, 4.5, 1.0714285714285714]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[1, 0, 3.359154929577465, 1.4225352112676057, 1.6911764705882353, 6.173913043478261]","[0, 1, 4.655172413793104, 1.3655172413793102, 2.6153846153846154, 1.0740740740740742]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.8471337579617835, 1.8152866242038215, 1.5294117647058822, 1.1893939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0588235294117645, 1.4379084967320261, 1.6734693877551021, 6.375]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 5.033898305084746, 1.5, 1.4848484848484849, 3.575757575757576]","[0, 0, 0, 0, 0, 0]"
122,2016-09-04,20160904SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.697674418604651, 1.6511627906976745, 1.8, 1.131578947368421]","[0, 0, 6.977528089887641, 2.0224719101123596, 1.2142857142857142, 2.6969696969696972]","[0, 0, 3.105, 1.26, 2.4565217391304346, 6.060606060606061]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8208955223880596, 1.1865671641791045, 2.3076923076923075, 1.0151515151515151]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.0666666666666667, 14.0, 0.8823529411764706]","[0, 0, 4.344827586206897, 1.2620689655172415, 2.574468085106383, 6.041666666666667]","[0, 0, 3.0, 1.2666666666666666, 4.5, 1.0714285714285714]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[0, 0, 3.359154929577465, 1.4225352112676057, 1.6911764705882353, 6.173913043478261]","[0, 0, 4.655172413793104, 1.3655172413793102, 2.6153846153846154, 1.0740740740740742]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 1, 0, 0, 0, 0]","[0, 0, 5.8471337579617835, 1.8152866242038215, 1.5294117647058822, 1.1893939393939394]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.132075471698113, 1.4528301886792452, 1.6415094339622642, 6.36]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 5.033898305084746, 1.5, 1.4848484848484849, 3.575757575757576]","[0, 0, 0, 0, 0, 0]"
123,2016-09-06,20160906OBLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.545454545454546, 1.6363636363636365, 1.8, 1.1282051282051282]","[1, 0, 6.230769230769231, 1.903846153846154, 1.3125, 2.888888888888889]","[0, 0, 3.105, 1.26, 2.4565217391304346, 6.060606060606061]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8208955223880596, 1.1865671641791045, 2.3076923076923075, 1.0151515151515151]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.170212765957447, 1.148936170212766, 14.0, 0.8703703703703703]","[0, 0, 4.344827586206897, 1.2620689655172415, 2.574468085106383, 6.041666666666667]","[0, 1, 4.108695652173913, 1.3695652173913042, 3.0, 1.0222222222222224]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[0, 0, 3.359154929577465, 1.4225352112676057, 1.6911764705882353, 6.173913043478261]","[0, 1, 5.142857142857142, 1.4489795918367347, 2.4285714285714284, 1.065217391304348]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 1, 0.0, 1.2, 3, 1.6666666666666667]","[0, 1, 5.810126582278481, 1.8037974683544304, 1.5588235294117647, 1.1703703703703703]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.132075471698113, 1.4528301886792452, 1.6415094339622642, 6.36]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 5.033898305084746, 1.5, 1.4848484848484849, 3.575757575757576]","[0, 0, 0, 0, 0, 0]"
124,2016-09-07,20160907OBLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.6363636363636365, 1.8, 1.1282051282051282]","[0, 0, 6.230769230769231, 1.903846153846154, 1.3125, 2.888888888888889]","[1, 0, 2.9086651053864165, 1.2014051522248244, 2.5319148936170213, 6.18840579710145]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8208955223880596, 1.1865671641791045, 2.3076923076923075, 1.0151515151515151]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.148936170212766, 14.0, 0.8703703703703703]","[0, 0, 4.344827586206897, 1.2620689655172415, 2.574468085106383, 6.041666666666667]","[0, 1, 4.408163265306122, 1.3469387755102042, 3.3333333333333335, 1.0208333333333333]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[0, 0, 3.359154929577465, 1.4225352112676057, 1.6911764705882353, 6.173913043478261]","[0, 1, 5.22, 1.5, 2.1875, 1.0638297872340425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 0, 0.0, 1.2, 3, 1.6666666666666667]","[0, 1, 5.701863354037267, 1.8260869565217392, 1.5, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.132075471698113, 1.4528301886792452, 1.6415094339622642, 6.36]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 5.033898305084746, 1.5, 1.4848484848484849, 3.575757575757576]","[0, 0, 0, 0, 0, 0]"
125,2016-09-08,20160908OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.6363636363636365, 1.8, 1.1282051282051282]","[0, 0, 6.230769230769231, 1.903846153846154, 1.3125, 2.888888888888889]","[0, 0, 2.9086651053864165, 1.2014051522248244, 2.5319148936170213, 6.18840579710145]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2238805970149254, 1.2313432835820897, 2.142857142857143, 0.9925925925925926]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.148936170212766, 14.0, 0.8703703703703703]","[1, 0, 4.203947368421053, 1.25, 2.6, 6.08]","[0, 0, 4.408163265306122, 1.3469387755102042, 3.3333333333333335, 1.0208333333333333]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[0, 0, 3.359154929577465, 1.4225352112676057, 1.6911764705882353, 6.173913043478261]","[0, 0, 5.22, 1.5, 2.1875, 1.0638297872340425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 1, 0.0, 0.6666666666666666, 5, 1.5]","[0, 0, 5.701863354037267, 1.8260869565217392, 1.5, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.132075471698113, 1.4528301886792452, 1.6415094339622642, 6.36]","[0, 0, 15.428571428571427, 2.571428571428571, 0, 1.1666666666666667]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 5.033898305084746, 1.5, 1.4848484848484849, 3.575757575757576]","[0, 0, 0, 0, 0, 0]"
126,2016-09-09,20160909OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.6363636363636365, 1.8, 1.1282051282051282]","[0, 0, 6.230769230769231, 1.903846153846154, 1.3125, 2.888888888888889]","[0, 0, 2.9086651053864165, 1.2014051522248244, 2.5319148936170213, 6.18840579710145]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2238805970149254, 1.2313432835820897, 2.142857142857143, 0.9925925925925926]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.859999999999999, 1.0799999999999998, 16.0, 0.8771929824561404]","[0, 0, 4.203947368421053, 1.25, 2.6, 6.08]","[0, 0, 4.408163265306122, 1.3469387755102042, 3.3333333333333335, 1.0208333333333333]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[1, 0, 3.3, 1.4, 1.7391304347826086, 6.25]","[0, 0, 5.22, 1.5, 2.1875, 1.0638297872340425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 0, 0.0, 0.6666666666666666, 5, 1.5]","[0, 1, 5.701863354037267, 1.84472049689441, 1.4594594594594594, 1.1418439716312057]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.132075471698113, 1.4528301886792452, 1.6415094339622642, 6.36]","[0, 1, 16.2, 2.4, 0.0, 1.1111111111111112]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 1, 5.179591836734693, 1.5428571428571427, 1.5151515151515151, 3.5507246376811596]","[0, 0, 0, 0, 0, 0]"
127,2016-09-10,20160910OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.6363636363636365, 1.8, 1.1282051282051282]","[0, 0, 6.230769230769231, 1.903846153846154, 1.3125, 2.888888888888889]","[0, 0, 2.9086651053864165, 1.2014051522248244, 2.5319148936170213, 6.18840579710145]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2238805970149254, 1.2313432835820897, 2.142857142857143, 0.9925925925925926]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.294117647058823, 1.1176470588235294, 16.0, 0.85]","[0, 0, 4.203947368421053, 1.25, 2.6, 6.08]","[0, 0, 4.408163265306122, 1.3469387755102042, 3.3333333333333335, 1.0208333333333333]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[0, 0, 3.3, 1.4, 1.7391304347826086, 6.25]","[0, 0, 5.22, 1.5, 2.1875, 1.0638297872340425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 0, 0.0, 0.6666666666666666, 5, 1.5]","[0, 0, 5.701863354037267, 1.84472049689441, 1.4594594594594594, 1.1418439716312057]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.220440881763527, 1.442885771543086, 1.6851851851851851, 6.397435897435898]","[0, 1, 18.0, 2.5, 0.0, 1.0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 1, 5.289795918367346, 1.5673469387755101, 1.5151515151515151, 3.402777777777778]","[0, 0, 0, 0, 0, 0]"
128,2016-09-11,20160911OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.6363636363636365, 1.8, 1.1282051282051282]","[1, 0, 6.573913043478261, 1.9565217391304346, 1.1, 2.948717948717949]","[0, 0, 2.9086651053864165, 1.2014051522248244, 2.5319148936170213, 6.18840579710145]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1532846715328464, 1.2043795620437956, 2.2142857142857144, 0.9927536231884058]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.1176470588235294, 16.0, 0.85]","[0, 0, 4.203947368421053, 1.25, 2.6, 6.08]","[0, 1, 4.153846153846154, 1.326923076923077, 2.5, 1.0196078431372548]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[0, 0, 3.3, 1.4, 1.7391304347826086, 6.25]","[0, 1, 5.294117647058823, 1.4901960784313726, 2.1875, 1.0625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 1, 2.25, 1.25, 3.0, 1.3333333333333333]","[0, 1, 5.5636363636363635, 1.8363636363636364, 1.4210526315789473, 1.1458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.220440881763527, 1.442885771543086, 1.6851851851851851, 6.397435897435898]","[0, 0, 18.0, 2.5, 0.0, 1.0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 5.289795918367346, 1.5673469387755101, 1.5151515151515151, 3.402777777777778]","[0, 0, 0, 0, 0, 0]"
129,2016-09-13,20160913SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.545454545454546, 1.6363636363636365, 1.8, 1.1282051282051282]","[0, 0, 6.573913043478261, 1.9565217391304346, 1.1, 2.948717948717949]","[1, 0, 3.033707865168539, 1.2202247191011235, 2.4615384615384617, 6.180555555555556]","[0, 0, 10.5, 2.0, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0422535211267605, 1.1830985915492958, 2.2857142857142856, 1.0070921985815604]","[0, 0, 6.230769230769231, 2.1923076923076925, 0.7, 0.619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 2.2941176470588234, 1.2, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.1176470588235294, 16.0, 0.85]","[0, 0, 4.203947368421053, 1.25, 2.6, 6.08]","[0, 0, 4.153846153846154, 1.326923076923077, 2.5, 1.0196078431372548]","[0, 0, 3.267515923566879, 1.127388535031847, 3.2941176470588234, 1.162962962962963]","[0, 0, 3.3, 1.4, 1.7391304347826086, 6.25]","[0, 1, 5.225806451612903, 1.4709677419354839, 2.25, 1.054421768707483]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.65, 1.2352941176470589, 1.1111111111111112]","[0, 0, 2.25, 1.25, 3.0, 1.3333333333333333]","[0, 0, 5.5636363636363635, 1.8363636363636364, 1.4210526315789473, 1.1458333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.220440881763527, 1.442885771543086, 1.6851851851851851, 6.397435897435898]","[0, 0, 18.0, 2.5, 0.0, 1.0]","[0, 0, 5.033898305084746, 1.423728813559322, 5.0, 1.0350877192982457]","[0, 0, 4.846153846153846, 1.5384615384615385, 1.8571428571428572, 1.4444444444444444]","[0, 0, 5.289795918367346, 1.5673469387755101, 1.5151515151515151, 3.402777777777778]","[0, 0, 0, 0, 0, 0]"
