,date,game_key,김대유,김용주,조근종,류희운,조현우,김민수,엄상백,정성곤,주권,김재윤,배제성,조한욱,박세진,김태오,이대은,조병욱,이정현,이종혁,최건,김민,신병률,박시윤,박주현,쿠에바스,이정훈,손동현,알칸타라,전용주,이상동,이선우,금민철,전유수,윤근영,이상화,하준호,배우열
10,2019-04-04,20190404KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.6, 2.8, 0.4, 1.0]","[0, 0, 1.8, 0.6, 4.5, 1.25]","[0, 0, 0.0, 0.5, 1.0, 1.0]","[0, 0, 2.7, 1.2, 2.5, 1.1111111111111112]","[0, 1, 7.2, 1.0, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.8, 1.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 7, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.3714285714285714, 3.3333333333333335, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.8, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 6.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.75, 1.0, 4.0]","[0, 1, 4.5, 1.0, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
11,2019-04-05,20190405LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 0, 1.8, 0.6, 4.5, 1.25]","[0, 1, 0.0, 0.3333333333333333, 1.0, 1.0]","[0, 0, 2.7, 1.2, 2.5, 1.1111111111111112]","[0, 0, 7.2, 1.0, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.8, 1.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 7, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3714285714285714, 3.3333333333333335, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.8, 2.0, 1.0]","[1, 0, 1.4210526315789473, 1.105263157894737, 1.6666666666666667, 6.333333333333333]","[0, 1, 6.75, 3.75, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.75, 1.0, 4.0]","[0, 0, 4.5, 1.0, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,2019-04-06,20190406LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 1, 1.4210526315789473, 0.6315789473684211, 4.5, 1.2666666666666666]","[0, 0, 0.0, 0.3333333333333333, 1.0, 1.0]","[0, 1, 2.25, 1.0, 2.5, 1.0]","[0, 0, 7.2, 1.0, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.8, 1.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 7, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3714285714285714, 3.3333333333333335, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.8, 2.0, 1.0]","[0, 0, 1.4210526315789473, 1.105263157894737, 1.6666666666666667, 6.333333333333333]","[0, 0, 6.75, 3.75, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0, 1.2222222222222223, 1.5, 4.5]","[0, 0, 4.5, 1.0, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,2019-04-07,20190407LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 1, 2.3478260869565215, 1.0434782608695652, 3.0, 1.277777777777778]","[0, 1, 4.5, 1.0, 1.0, 1.0]","[0, 1, 1.588235294117647, 0.8823529411764706, 1.6666666666666667, 1.1333333333333333]","[0, 0, 7.2, 1.0, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.0, 2.111111111111111, 1.5, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 7, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3714285714285714, 3.3333333333333335, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.5, 2.0, 2.0, 1.0]","[0, 0, 1.4210526315789473, 1.105263157894737, 1.6666666666666667, 6.333333333333333]","[0, 0, 6.75, 3.75, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.2222222222222223, 1.5, 4.5]","[0, 0, 4.5, 1.0, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,2019-04-09,20190409KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 0, 2.3478260869565215, 1.0434782608695652, 3.0, 1.277777777777778]","[0, 0, 4.5, 1.0, 1.0, 1.0]","[0, 0, 1.588235294117647, 0.8823529411764706, 1.6666666666666667, 1.1333333333333333]","[0, 1, 7.105263157894736, 1.2631578947368423, 1.3333333333333333, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.111111111111111, 1.5, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.153846153846154, 0.9230769230769231, 4.333333333333333, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3714285714285714, 3.3333333333333335, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 2.0, 2.0, 1.0]","[0, 0, 1.4210526315789473, 1.105263157894737, 1.6666666666666667, 6.333333333333333]","[0, 0, 6.75, 3.75, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.2222222222222223, 1.5, 4.5]","[0, 1, 3.375, 1.125, 3, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,2019-04-10,20190410KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 0, 2.3478260869565215, 1.0434782608695652, 3.0, 1.277777777777778]","[0, 0, 4.5, 1.0, 1.0, 1.0]","[0, 0, 1.588235294117647, 0.8823529411764706, 1.6666666666666667, 1.1333333333333333]","[0, 0, 7.105263157894736, 1.2631578947368423, 1.3333333333333333, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.111111111111111, 1.5, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 0.9230769230769231, 4.333333333333333, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.60377358490566, 1.4150943396226414, 2.3333333333333335, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 2.0, 2.0, 1.0]","[0, 0, 1.4210526315789473, 1.105263157894737, 1.6666666666666667, 6.333333333333333]","[0, 0, 6.75, 3.75, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.2222222222222223, 1.5, 4.5]","[0, 1, 2.4545454545454546, 0.8181818181818182, 4, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,2019-04-11,20190411KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 0, 2.3478260869565215, 1.0434782608695652, 3.0, 1.277777777777778]","[0, 1, 3.6, 0.8, 1.0, 1.0]","[0, 0, 1.588235294117647, 0.8823529411764706, 1.6666666666666667, 1.1333333333333333]","[0, 0, 7.105263157894736, 1.2631578947368423, 1.3333333333333333, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.111111111111111, 1.5, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 0.9230769230769231, 4.333333333333333, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.60377358490566, 1.4150943396226414, 2.3333333333333335, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 2.0, 2.0, 1.0]","[1, 0, 2.9189189189189193, 1.2162162162162162, 2.25, 6.166666666666667]","[0, 0, 6.75, 3.75, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.2222222222222223, 1.5, 4.5]","[0, 0, 2.4545454545454546, 0.8181818181818182, 4, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,2019-04-12,20190412KTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 0, 2.3478260869565215, 1.0434782608695652, 3.0, 1.277777777777778]","[0, 0, 3.6, 0.8, 1.0, 1.0]","[0, 0, 1.588235294117647, 0.8823529411764706, 1.6666666666666667, 1.1333333333333333]","[0, 0, 7.105263157894736, 1.2631578947368423, 1.3333333333333333, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.111111111111111, 1.5, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 3.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 0.9230769230769231, 4.333333333333333, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.60377358490566, 1.4150943396226414, 2.3333333333333335, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 2.0, 1.1428571428571428, 1.1428571428571428]","[0, 0, 2.9189189189189193, 1.2162162162162162, 2.25, 6.166666666666667]","[0, 0, 6.75, 3.75, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.8, 1.2666666666666666, 0.6666666666666666, 5.0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 4, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,2019-04-13,20190413KTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 1, 2.076923076923077, 0.9230769230769231, 3.0, 1.238095238095238]","[0, 1, 2.8421052631578947, 0.6315789473684211, 2.0, 1.0555555555555556]","[0, 1, 1.35, 0.75, 1.6666666666666667, 1.1111111111111112]","[0, 0, 7.105263157894736, 1.2631578947368423, 1.3333333333333333, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.307692307692308, 1.9230769230769231, 1.5, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 0.9230769230769231, 4.333333333333333, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.60377358490566, 1.4150943396226414, 2.3333333333333335, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.0, 1.1428571428571428, 1.1428571428571428]","[0, 0, 2.9189189189189193, 1.2162162162162162, 2.25, 6.166666666666667]","[0, 0, 6.75, 3.75, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2666666666666666, 0.6666666666666666, 5.0]","[0, 0, 2.4545454545454546, 0.8181818181818182, 4, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,2019-04-14,20190414KTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 0, 2.076923076923077, 0.9230769230769231, 3.0, 1.238095238095238]","[0, 1, 2.25, 0.625, 4.0, 1.1428571428571428]","[0, 0, 1.35, 0.75, 1.6666666666666667, 1.1111111111111112]","[0, 0, 7.105263157894736, 1.2631578947368423, 1.3333333333333333, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.9230769230769231, 1.5, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.2, 1.4666666666666666, 1.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.60377358490566, 1.4150943396226414, 2.3333333333333335, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.64, 2.28, 1.0, 1.0416666666666667]","[0, 0, 2.9189189189189193, 1.2162162162162162, 2.25, 6.166666666666667]","[0, 1, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2666666666666666, 0.6666666666666666, 5.0]","[0, 1, 1.588235294117647, 1.0588235294117647, 2.5, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,2019-04-16,20190416HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 1, 1.7419354838709677, 0.9677419354838709, 2.2, 1.2916666666666667]","[0, 1, 4.32, 0.84, 2.0, 1.0416666666666667]","[0, 1, 1.125, 0.625, 2.3333333333333335, 1.1428571428571428]","[0, 0, 7.105263157894736, 1.2631578947368423, 1.3333333333333333, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.9230769230769231, 1.5, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.4666666666666666, 1.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.704225352112676, 1.436619718309859, 2.2222222222222223, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.64, 2.28, 1.0, 1.0416666666666667]","[0, 0, 2.9189189189189193, 1.2162162162162162, 2.25, 6.166666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2666666666666666, 0.6666666666666666, 5.0]","[0, 0, 1.588235294117647, 1.0588235294117647, 2.5, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,2019-04-17,20190417HHKT0,"[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 0, 1.7419354838709677, 0.9677419354838709, 2.2, 1.2916666666666667]","[0, 0, 4.32, 0.84, 2.0, 1.0416666666666667]","[0, 0, 1.125, 0.625, 2.3333333333333335, 1.1428571428571428]","[1, 0, 5.225806451612903, 1.5483870967741935, 1.1111111111111112, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.9230769230769231, 1.5, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.4666666666666666, 1.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.436619718309859, 2.2222222222222223, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 2.142857142857143, 0.8888888888888888, 1.0370370370370372]","[0, 0, 2.9189189189189193, 1.2162162162162162, 2.25, 6.166666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2666666666666666, 0.6666666666666666, 5.0]","[0, 1, 7.105263157894736, 1.5789473684210527, 1.5, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
22,2019-04-18,20190418HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 1, 1.588235294117647, 1.0588235294117647, 1.8333333333333333, 1.2592592592592593]","[0, 0, 4.32, 0.84, 2.0, 1.0416666666666667]","[0, 1, 1.0, 0.5555555555555556, 2.6666666666666665, 1.125]","[0, 0, 5.225806451612903, 1.5483870967741935, 1.1111111111111112, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.9230769230769231, 1.5, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.4666666666666666, 1.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.436619718309859, 2.2222222222222223, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8888888888888888, 1.0370370370370372]","[1, 0, 2.25, 1.1, 2.5, 6.666666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2666666666666666, 0.6666666666666666, 5.0]","[0, 0, 7.105263157894736, 1.5789473684210527, 1.5, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,2019-04-19,20190419KTLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.3333333333333333]","[0, 0, 1.588235294117647, 1.0588235294117647, 1.8333333333333333, 1.2592592592592593]","[0, 1, 5.785714285714286, 1.0714285714285714, 1.3333333333333333, 1.0370370370370372]","[0, 1, 0.84375, 0.5625, 2.75, 1.1851851851851851]","[0, 0, 5.225806451612903, 1.5483870967741935, 1.1111111111111112, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.9230769230769231, 1.5, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.4666666666666666, 1.75, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.704225352112676, 1.436619718309859, 2.2222222222222223, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8888888888888888, 1.0370370370370372]","[0, 0, 2.25, 1.1, 2.5, 6.666666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.2461538461538462, 1.2923076923076922, 0.6, 5.416666666666667]","[0, 1, 7.043478260869565, 1.6956521739130435, 1.2, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
