,date,game_key,박시영,이경우,이지모,김원중,김성호,홍성민,박진형,이성민,박세웅,김유영,최영환,박한길,차재용,배제성,린드블럼,레일리,안태경,박종무,한승혁,김영일,김성재,김남길,강영식,정대현,이명우,이정민,윤길현,노경은,허준혁,손승락,배장호,이재곤,송승준,강승현,진명호
10,2016-04-13,20160413LTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 1.3333333333333333, 1.25, 2.0]","[0, 0, 0.0, 0.4736842105263158, 7.0, 6.333333333333333]","[0, 1, 11.571428571428571, 1.7142857142857142, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.5588235294117645, 1.7647058823529411, 1.3333333333333333, 5.666666666666667]","[0, 0, 6.352941176470588, 1.588235294117647, 1.3333333333333333, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.0, 0.5, 0.5]","[0, 0, 3.0, 1.0, 2.0, 0.5]","[0, 0, 2.4545454545454546, 1.3636363636363638, 1.0, 0.9166666666666666]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 5.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.642857142857142, 1.9285714285714284, 2.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
11,2016-04-14,20160414LTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3333333333333333, 1.25, 2.0]","[0, 0, 0.0, 0.4736842105263158, 7.0, 6.333333333333333]","[0, 0, 11.571428571428571, 1.7142857142857142, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.3333333333333333, 5.666666666666667]","[1, 0, 3.8571428571428568, 1.4571428571428573, 2.2, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.0, 0.5, 0.5]","[0, 0, 3.0, 1.0, 2.0, 0.5]","[0, 0, 2.4545454545454546, 1.3636363636363638, 1.0, 0.9166666666666666]","[0, 0, 4.153846153846154, 2.076923076923077, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 5.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.642857142857142, 1.9285714285714284, 2.0, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,2016-04-15,20160415LTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.3333333333333333, 1.25, 2.0]","[0, 0, 0.0, 0.4736842105263158, 7.0, 6.333333333333333]","[0, 1, 8.1, 1.5, 0.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.3333333333333333, 5.666666666666667]","[0, 0, 3.8571428571428568, 1.4571428571428573, 2.2, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 1.0, 0.5, 0.5]","[0, 1, 9.0, 1.6666666666666667, 1.0, 0.42857142857142855]","[0, 1, 4.5, 1.6666666666666667, 3.0, 1.2]","[0, 1, 5.785714285714286, 2.357142857142857, 1.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 5.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,2016-04-17,20160417LTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.125, 2.5, 2.6666666666666665]","[1, 0, 1.0, 1.6666666666666667, 1.0, 2.25]","[0, 0, 0.0, 0.4736842105263158, 7.0, 6.333333333333333]","[0, 0, 8.1, 1.5, 0.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.7647058823529411, 1.3333333333333333, 5.666666666666667]","[0, 0, 3.8571428571428568, 1.4571428571428573, 2.2, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 0.0, 1.6666666666666667, 0.25, 0.6]","[0, 0, 9.0, 1.6666666666666667, 1.0, 0.42857142857142855]","[0, 0, 4.5, 1.6666666666666667, 3.0, 1.2]","[0, 1, 4.263157894736842, 1.8947368421052633, 1.3333333333333333, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,2016-04-19,20160419HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.2, 2.5, 1.6666666666666667]","[0, 0, 1.0, 1.6666666666666667, 1.0, 2.25]","[0, 0, 0.0, 0.4736842105263158, 7.0, 6.333333333333333]","[0, 0, 8.1, 1.5, 0.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.8936170212765955, 1.9787234042553192, 1.5555555555555556, 5.222222222222222]","[0, 0, 3.8571428571428568, 1.4571428571428573, 2.2, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 0.0, 2.4, 0.2, 0.5555555555555556]","[0, 1, 12.272727272727272, 2.181818181818182, 0.6666666666666666, 0.4583333333333333]","[0, 0, 4.5, 1.6666666666666667, 3.0, 1.2]","[0, 1, 3.2399999999999998, 1.5599999999999998, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,2016-04-20,20160420HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.2, 2.5, 1.6666666666666667]","[0, 0, 1.0, 1.6666666666666667, 1.0, 2.25]","[0, 0, 0.0, 0.4736842105263158, 7.0, 6.333333333333333]","[0, 0, 8.1, 1.5, 0.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8936170212765955, 1.9787234042553192, 1.5555555555555556, 5.222222222222222]","[1, 0, 2.1774193548387095, 1.2096774193548387, 4.2, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0.0, 2.4, 0.2, 0.5555555555555556]","[0, 0, 12.272727272727272, 2.181818181818182, 0.6666666666666666, 0.4583333333333333]","[0, 1, 4.909090909090909, 1.6363636363636365, 4.5, 1.222222222222222]","[0, 0, 3.2399999999999998, 1.5599999999999998, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,2016-04-21,20160421HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.6153846153846154, 1.6666666666666667, 1.4444444444444444]","[0, 0, 1.0, 1.6666666666666667, 1.0, 2.25]","[1, 0, 0.7941176470588235, 1.1470588235294117, 2.0, 5.666666666666667]","[0, 1, 6.75, 1.5, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8936170212765955, 1.9787234042553192, 1.5555555555555556, 5.222222222222222]","[0, 0, 2.1774193548387095, 1.2096774193548387, 4.2, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 2.25, 2.5, 0.16666666666666666, 0.5714285714285714]","[0, 1, 11.25, 2.25, 0.5, 0.4444444444444444]","[0, 0, 4.909090909090909, 1.6363636363636365, 4.5, 1.222222222222222]","[0, 0, 3.2399999999999998, 1.5599999999999998, 1.6666666666666667, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,2016-04-22,20160422HTLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.6153846153846154, 1.6666666666666667, 1.4444444444444444]","[1, 0, 2.571428571428571, 1.6428571428571428, 1.0, 2.8]","[0, 0, 0.7941176470588235, 1.1470588235294117, 2.0, 5.666666666666667]","[0, 0, 6.75, 1.5, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8936170212765955, 1.9787234042553192, 1.5555555555555556, 5.222222222222222]","[0, 0, 2.1774193548387095, 1.2096774193548387, 4.2, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 2.076923076923077, 2.7692307692307696, 0.14285714285714285, 0.5416666666666666]","[0, 1, 9.642857142857142, 2.142857142857143, 0.4, 0.4666666666666667]","[0, 1, 4.354838709677419, 1.3548387096774193, 5.0, 1.4761904761904763]","[0, 1, 2.892857142857143, 1.607142857142857, 1.75, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.6, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,2016-04-23,20160423HTLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 1.5, 1.6, 1.5]","[0, 0, 2.571428571428571, 1.6428571428571428, 1.0, 2.8]","[0, 0, 0.7941176470588235, 1.1470588235294117, 2.0, 5.666666666666667]","[0, 1, 5.0625, 1.5, 0.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8936170212765955, 1.9787234042553192, 1.5555555555555556, 5.222222222222222]","[0, 0, 2.1774193548387095, 1.2096774193548387, 4.2, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.076923076923077, 2.7692307692307696, 0.14285714285714285, 0.5416666666666666]","[0, 0, 9.642857142857142, 2.142857142857143, 0.4, 0.4666666666666667]","[0, 1, 4.090909090909091, 1.2727272727272727, 5.5, 1.375]","[0, 0, 2.892857142857143, 1.607142857142857, 1.75, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.6, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,2016-04-24,20160424HTLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.5, 1.6, 1.5]","[0, 0, 2.571428571428571, 1.6428571428571428, 1.0, 2.8]","[0, 0, 0.7941176470588235, 1.1470588235294117, 2.0, 5.666666666666667]","[0, 1, 6.352941176470588, 1.7647058823529411, 0.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.5588235294117645, 1.6323529411764706, 2.090909090909091, 5.666666666666667]","[0, 0, 2.1774193548387095, 1.2096774193548387, 4.2, 6.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.076923076923077, 2.7692307692307696, 0.14285714285714285, 0.5416666666666666]","[0, 1, 9.0, 2.2, 0.5, 0.45454545454545453]","[0, 0, 4.090909090909091, 1.2727272727272727, 5.5, 1.375]","[0, 0, 2.892857142857143, 1.607142857142857, 1.75, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.6, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,2016-04-26,20160426LTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.5, 1.6, 1.5]","[0, 0, 2.571428571428571, 1.6428571428571428, 1.0, 2.8]","[0, 0, 0.7941176470588235, 1.1470588235294117, 2.0, 5.666666666666667]","[0, 0, 6.352941176470588, 1.7647058823529411, 0.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.6323529411764706, 2.090909090909091, 5.666666666666667]","[1, 0, 2.7, 1.3125, 3.2857142857142856, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.076923076923077, 2.7692307692307696, 0.14285714285714285, 0.5416666666666666]","[0, 0, 9.0, 2.2, 0.5, 0.45454545454545453]","[0, 1, 3.75, 1.1666666666666667, 6.5, 1.3333333333333333]","[0, 0, 2.892857142857143, 1.607142857142857, 1.75, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.6, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,2016-04-27,20160427LTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.5, 1.6, 1.5]","[0, 0, 2.571428571428571, 1.6428571428571428, 1.0, 2.8]","[1, 0, 4.108695652173913, 1.6304347826086956, 1.8, 5.111111111111112]","[0, 0, 6.352941176470588, 1.7647058823529411, 0.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.6323529411764706, 2.090909090909091, 5.666666666666667]","[0, 0, 2.7, 1.3125, 3.2857142857142856, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 5.785714285714286, 3.0, 0.2857142857142857, 0.5185185185185186]","[0, 0, 9.0, 2.2, 0.5, 0.45454545454545453]","[0, 0, 3.75, 1.1666666666666667, 6.5, 1.3333333333333333]","[0, 1, 2.4545454545454546, 1.3636363636363635, 2.0, 1.1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 1.6666666666666667, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
22,2016-04-28,20160428LTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0384615384615385, 1.9615384615384617, 2.0, 1.7333333333333332]","[1, 0, 3.31578947368421, 1.5789473684210527, 1.3, 3.1666666666666665]","[0, 0, 4.108695652173913, 1.6304347826086956, 1.8, 5.111111111111112]","[0, 0, 6.352941176470588, 1.7647058823529411, 0.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.6323529411764706, 2.090909090909091, 5.666666666666667]","[0, 0, 2.7, 1.3125, 3.2857142857142856, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 5.785714285714286, 3.0, 0.2857142857142857, 0.5185185185185186]","[0, 1, 7.5, 2.0, 0.6666666666666666, 0.5]","[0, 0, 3.75, 1.1666666666666667, 6.5, 1.3333333333333333]","[0, 0, 2.4545454545454546, 1.3636363636363635, 2.0, 1.1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.6666666666666667, 4.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,2016-04-29,20160429NCLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.9642857142857142, 1.9285714285714284, 2.0, 1.5555555555555556]","[0, 0, 3.31578947368421, 1.5789473684210527, 1.3, 3.1666666666666665]","[0, 0, 4.108695652173913, 1.6304347826086956, 1.8, 5.111111111111112]","[0, 0, 6.352941176470588, 1.7647058823529411, 0.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.6323529411764706, 2.090909090909091, 5.666666666666667]","[0, 0, 2.7, 1.3125, 3.2857142857142856, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 1, 5.0625, 2.8125, 0.2857142857142857, 0.5333333333333333]","[0, 1, 7.7142857142857135, 1.8571428571428572, 0.6666666666666666, 0.5384615384615384]","[0, 1, 3.4615384615384612, 1.2307692307692308, 6.5, 1.3]","[0, 1, 2.076923076923077, 1.1538461538461537, 2.25, 1.1818181818181819]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2857142857142856, 1.4285714285714286, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,2016-04-30,20160430NCLT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.9285714285714284, 2.0, 1.5555555555555556]","[0, 0, 3.31578947368421, 1.5789473684210527, 1.3, 3.1666666666666665]","[0, 0, 4.108695652173913, 1.6304347826086956, 1.8, 5.111111111111112]","[0, 0, 6.352941176470588, 1.7647058823529411, 0.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.425000000000001, 1.7625, 1.7692307692307692, 5.333333333333334]","[0, 0, 2.7, 1.3125, 3.2857142857142856, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 5.0625, 2.8125, 0.2857142857142857, 0.5333333333333333]","[0, 0, 7.7142857142857135, 1.8571428571428572, 0.6666666666666666, 0.5384615384615384]","[0, 0, 3.4615384615384612, 1.2307692307692308, 6.5, 1.3]","[0, 0, 2.076923076923077, 1.1538461538461537, 2.25, 1.1818181818181819]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 1.4285714285714286, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.6551724137931036, 3.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
